word,spelling_status,confidence_score,classification_reason,frequency
रुपीज,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कथित,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
झूट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जैसे।,incorrect spelling,medium,possible typo of 'जैसे' (similarity=88.88888888888889),1
दोसी,incorrect spelling,medium,possible typo of 'दोस्ती' (similarity=80.0),1
ठहरा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जारे,incorrect spelling,medium,possible typo of 'जाके' (similarity=75.0),1
हैवहाँ,incorrect spelling,medium,possible typo of 'वहाँ' (similarity=80.0),1
मुमेंट,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
बेखार,incorrect spelling,medium,possible typo of 'बेकार' (similarity=80.0),1
हादसा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रिलेशन,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
हिम,incorrect spelling,medium,possible typo of 'हम' (similarity=80.0),1
एवरी,incorrect spelling,medium,possible typo of 'एवर' (similarity=85.71428571428572),1
व्हेयर,incorrect spelling,medium,possible typo of 'वेयर' (similarity=80.0),1
धोका,incorrect spelling,medium,possible typo of 'धोखा' (similarity=75.0),1
धाे,incorrect spelling,high,invalid structure: consecutive matras,1
टॉफी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
अविश्वसनीय,incorrect spelling,low,no close match found in vocabulary (best=70.58823529411764),1
किछ,incorrect spelling,medium,possible typo of 'कि' (similarity=80.0),1
बलवा,incorrect spelling,medium,possible typo of 'बुला' (similarity=75.0),1
भरवा,incorrect spelling,medium,possible typo of 'करवा' (similarity=75.0),1
भुल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कियू,incorrect spelling,medium,possible typo of 'किया' (similarity=75.0),1
लिखता,incorrect spelling,medium,possible typo of 'लिखा' (similarity=88.88888888888889),1
पेट्रोलजाता,incorrect spelling,medium,possible typo of 'पेट्रोल' (similarity=77.77777777777779),1
डिस्ट्रीब्यूट,incorrect spelling,low,no close match found in vocabulary (best=60.86956521739131),1
कटेंगे,incorrect spelling,medium,possible typo of 'करेंगे' (similarity=83.33333333333334),1
ओबिएस्ली,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
पंप,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
उधार,incorrect spelling,medium,possible typo of 'उधर' (similarity=85.71428571428572),1
रई,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बहलाना,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
बहलाएगा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
छुटकारा,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
पालो,incorrect spelling,medium,possible typo of 'पालन' (similarity=75.0),1
गमी,incorrect spelling,medium,possible typo of 'गम' (similarity=80.0),1
जूठ,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बोझ,incorrect spelling,medium,possible typo of 'बो' (similarity=80.0),1
इल्जाम,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कलंक,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
शर्मिंदगी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
नीचा,incorrect spelling,medium,possible typo of 'नीचे' (similarity=75.0),1
यूं,incorrect spelling,medium,possible typo of 'यू' (similarity=80.0),1
फीलिंग,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मोड़ना,incorrect spelling,medium,possible typo of 'जोड़ना' (similarity=83.33333333333334),1
कपिल,incorrect spelling,medium,possible typo of 'किला' (similarity=75.0),1
यु,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
थोट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
लेक,incorrect spelling,medium,possible typo of 'लेके' (similarity=85.71428571428572),1
साफसाफ,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
लव,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सजाएंक,incorrect spelling,medium,possible typo of 'जाएं' (similarity=80.0),1
अप्रत्याकशित,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रत्याकशित,incorrect spelling,low,no close match found in vocabulary (best=70.0),1
प्रणाम,incorrect spelling,medium,possible typo of 'परिणाम' (similarity=83.33333333333334),1
भावनों,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
हूंकि,incorrect spelling,medium,possible typo of 'हूं' (similarity=75.0),1
जोजिसे,incorrect spelling,medium,possible typo of 'जिसे' (similarity=80.0),1
बोलनाबोल,incorrect spelling,medium,possible typo of 'बोलना' (similarity=76.92307692307692),1
लोतो,incorrect spelling,medium,possible typo of 'लोगो' (similarity=75.0),1
नाकोई,incorrect spelling,medium,possible typo of 'कोई' (similarity=75.0),1
इसमेंठीक,incorrect spelling,medium,possible typo of 'इसमें' (similarity=76.92307692307692),1
हैठीक,incorrect spelling,medium,possible typo of 'ठीक' (similarity=75.0),1
ठीक।,incorrect spelling,medium,possible typo of 'ठीक' (similarity=85.71428571428572),1
जुड़ाया,incorrect spelling,medium,possible typo of 'जुड़ा' (similarity=83.33333333333334),1
अंह,incorrect spelling,medium,possible typo of 'अं' (similarity=80.0),1
टास्क,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
अप्रत्याक्षित,incorrect spelling,medium,possible typo of 'प्रत्यक्ष' (similarity=81.81818181818181),1
बहुती,incorrect spelling,medium,possible typo of 'बहुत' (similarity=88.88888888888889),1
ही।,incorrect spelling,medium,possible typo of 'ही' (similarity=80.0),1
लंबे,incorrect spelling,medium,possible typo of 'लंबा' (similarity=75.0),1
भरोसे,incorrect spelling,medium,possible typo of 'भरोसा' (similarity=80.0),1
हांबिल्कुल,incorrect spelling,medium,possible typo of 'बिल्कुल' (similarity=82.35294117647058),1
लम्बा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
करतें,incorrect spelling,medium,possible typo of 'करते' (similarity=88.88888888888889),1
छूटते,incorrect spelling,medium,possible typo of 'छूटे' (similarity=88.88888888888889),1
परेसानी,incorrect spelling,medium,possible typo of 'परेशानी' (similarity=85.71428571428572),1
पकरनी,incorrect spelling,medium,possible typo of 'करनी' (similarity=88.88888888888889),1
त्यार,incorrect spelling,medium,possible typo of 'त्यौहार' (similarity=83.33333333333334),1
चगी,incorrect spelling,medium,possible typo of 'ची' (similarity=80.0),1
निरास,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ट्राफिक,incorrect spelling,medium,possible typo of 'ग्राफिक्स' (similarity=75.0),1
फस,incorrect spelling,medium,possible typo of 'फेस' (similarity=80.0),1
टा,incorrect spelling,medium,possible typo of 'आटा' (similarity=80.0),1
मेंरी,incorrect spelling,medium,possible typo of 'मेरी' (similarity=88.88888888888889),1
शिक्षकों,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
ट्रैफिक,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पै,incorrect spelling,medium,possible typo of 'पैक' (similarity=80.0),1
जाउ,incorrect spelling,medium,possible typo of 'जा' (similarity=80.0),1
ऑफिसों,incorrect spelling,medium,possible typo of 'ऑफिस' (similarity=80.0),1
शिक्षक,incorrect spelling,medium,possible typo of 'शिक्षा' (similarity=83.33333333333334),1
इग्जाम,incorrect spelling,medium,possible typo of 'एग्जाम' (similarity=83.33333333333334),1
निकलेंगे,incorrect spelling,medium,possible typo of 'मिलेंगे' (similarity=80.0),1
चिल्लाना,incorrect spelling,medium,possible typo of 'चलाना' (similarity=76.92307692307692),1
दुसरा,incorrect spelling,medium,possible typo of 'दूसरा' (similarity=80.0),1
ढूंढेंगे,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
मौजूद,incorrect spelling,medium,possible typo of 'मौज' (similarity=75.0),1
पाऊंगी,incorrect spelling,medium,possible typo of 'जाऊंगी' (similarity=83.33333333333334),1
सता,incorrect spelling,medium,possible typo of 'सकता' (similarity=85.71428571428572),1
आपक,incorrect spelling,medium,possible typo of 'आपके' (similarity=85.71428571428572),1
इन्सी,incorrect spelling,medium,possible typo of 'इसी' (similarity=75.0),1
छुटती,incorrect spelling,medium,possible typo of 'छुट' (similarity=75.0),1
स्टेशनों,incorrect spelling,medium,possible typo of 'स्टेशन' (similarity=85.71428571428572),1
जल्दबाजी,incorrect spelling,medium,possible typo of 'जल्दी' (similarity=76.92307692307692),1
पिर,incorrect spelling,medium,possible typo of 'पर' (similarity=80.0),1
आउंगी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
क्यो,incorrect spelling,medium,possible typo of 'क्यों' (similarity=88.88888888888889),1
समधान,incorrect spelling,medium,possible typo of 'समान' (similarity=88.88888888888889),1
छोड़ो,incorrect spelling,medium,possible typo of 'छोड़' (similarity=88.88888888888889),1
चलूँगी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पहोच,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कोसी,incorrect spelling,medium,possible typo of 'किसी' (similarity=75.0),1
परेशानीयों,incorrect spelling,medium,possible typo of 'परेशानी' (similarity=82.35294117647058),1
रखिए।,incorrect spelling,medium,possible typo of 'रखिए' (similarity=88.88888888888889),1
ठहरने,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मनाने,incorrect spelling,medium,possible typo of 'मायने' (similarity=80.0),1
गवा,incorrect spelling,medium,possible typo of 'गा' (similarity=80.0),1
गवाये,incorrect spelling,medium,possible typo of 'गाय' (similarity=75.0),1
इंतेज़ार,incorrect spelling,medium,possible typo of 'इंतजार' (similarity=85.71428571428572),1
बहो,incorrect spelling,medium,possible typo of 'बहोत' (similarity=85.71428571428572),1
हरते,incorrect spelling,medium,possible typo of 'हरकते' (similarity=88.88888888888889),1
पसीने,incorrect spelling,medium,possible typo of 'पीने' (similarity=88.88888888888889),1
लतपत,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
कभी।खा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
निर्देशक,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कठिनाई,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
हालो,incorrect spelling,medium,possible typo of 'हाल' (similarity=85.71428571428572),1
भाड़,incorrect spelling,medium,possible typo of 'भीड़' (similarity=75.0),1
हिचक,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पर्स,incorrect spelling,medium,possible typo of 'पर्सनल' (similarity=80.0),1
पूर्वक,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
जाई,incorrect spelling,medium,possible typo of 'जा' (similarity=80.0),1
इन्फॉर्म,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
इवेन्टस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
इन्वेंट,incorrect spelling,medium,possible typo of 'इवेंट' (similarity=83.33333333333334),1
सुविधाये,incorrect spelling,medium,possible typo of 'सुविधा' (similarity=85.71428571428572),1
ऐसक,incorrect spelling,medium,possible typo of 'सक' (similarity=80.0),1
पहुँचने,incorrect spelling,medium,possible typo of 'पहुँच' (similarity=83.33333333333334),1
लगानी,incorrect spelling,medium,possible typo of 'लगाना' (similarity=80.0),1
चाहिये,incorrect spelling,medium,possible typo of 'चाहे' (similarity=80.0),1
बाइ,incorrect spelling,medium,possible typo of 'बाइक' (similarity=85.71428571428572),1
ट्रैन,incorrect spelling,medium,possible typo of 'ट्रेन' (similarity=80.0),1
समझिए,incorrect spelling,medium,possible typo of 'समझ' (similarity=75.0),1
पकड़ने,incorrect spelling,medium,possible typo of 'पकड़' (similarity=80.0),1
दौड़ने,incorrect spelling,medium,possible typo of 'दौड़' (similarity=80.0),1
चोटों,incorrect spelling,medium,possible typo of 'चोट' (similarity=75.0),1
जिए,incorrect spelling,medium,possible typo of 'जरिए' (similarity=85.71428571428572),1
चोटें,incorrect spelling,medium,possible typo of 'चोट' (similarity=75.0),1
दौड़ा,incorrect spelling,medium,possible typo of 'दौड़' (similarity=88.88888888888889),1
भागी,incorrect spelling,medium,possible typo of 'भाग' (similarity=85.71428571428572),1
अपनो,incorrect spelling,medium,possible typo of 'अपन' (similarity=85.71428571428572),1
हैलो।,incorrect spelling,medium,possible typo of 'हैलो' (similarity=88.88888888888889),1
कुश,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
हाइपर,incorrect spelling,medium,possible typo of 'हार' (similarity=75.0),1
प्लूटो,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
मंगवाये,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
छिप,incorrect spelling,low,no close match found in vocabulary (best=50.0),1
छिपाई,incorrect spelling,medium,possible typo of 'पाई' (similarity=75.0),1
छुपण,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
छुपाई,incorrect spelling,medium,possible typo of 'पाई' (similarity=75.0),1
पेटे,incorrect spelling,medium,possible typo of 'पेट' (similarity=85.71428571428572),1
पीड़्यू,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
खेलकूद,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
दिवस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पार्टिस्पेट,incorrect spelling,low,no close match found in vocabulary (best=73.6842105263158),1
कैप्टन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कैप्टेंसी,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
रिस्पॉन्सबिलिटी,incorrect spelling,low,no close match found in vocabulary (best=58.33333333333333),1
रिप्रेजेंट,incorrect spelling,medium,possible typo of 'प्रेजेंटेशन' (similarity=76.19047619047619),1
मेंनशन,incorrect spelling,medium,possible typo of 'मेंन' (similarity=80.0),1
टूर्नामेंत्स,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
जादातर,incorrect spelling,medium,possible typo of 'ज्यादातर' (similarity=85.71428571428572),1
वॉलीबॉल,incorrect spelling,medium,possible typo of 'बॉलीबॉल' (similarity=85.71428571428572),1
भुगतना,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
उमर,incorrect spelling,medium,possible typo of 'उम्र' (similarity=85.71428571428572),1
बिमारियां,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पूरापूरा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रिप्लेसेबल,incorrect spelling,low,no close match found in vocabulary (best=58.82352941176471),1
हटना,incorrect spelling,medium,possible typo of 'होना' (similarity=75.0),1
खेलिए,incorrect spelling,medium,possible typo of 'खेल' (similarity=75.0),1
खट्टा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मिट्ठा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जोशटॉक,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
आत,incorrect spelling,medium,possible typo of 'आती' (similarity=80.0),1
अंधेला,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
अंधे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
टहलने,incorrect spelling,medium,possible typo of 'टहलते' (similarity=80.0),1
चौराहा,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
लीडो,incorrect spelling,medium,possible typo of 'लूडो' (similarity=75.0),1
चार्ज,incorrect spelling,medium,possible typo of 'चार' (similarity=75.0),1
कहन,incorrect spelling,medium,possible typo of 'कहना' (similarity=85.71428571428572),1
चाहोगे,incorrect spelling,medium,possible typo of 'होगे' (similarity=80.0),1
अंधेरे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पीछा,incorrect spelling,medium,possible typo of 'पीला' (similarity=75.0),1
गुल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
छुपना,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
छुपे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ढूंढता,incorrect spelling,medium,possible typo of 'ढूंढना' (similarity=83.33333333333334),1
ढूँढ,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
कटती,incorrect spelling,medium,possible typo of 'कहती' (similarity=75.0),1
कुद,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
देवस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
हारना,incorrect spelling,medium,possible typo of 'सहारा' (similarity=80.0),1
हफ्ते,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बोइच,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पार्टिसिपेट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कहलाते,incorrect spelling,medium,possible typo of 'कहते' (similarity=80.0),1
डिवाइड,incorrect spelling,medium,possible typo of 'डिवाइस' (similarity=83.33333333333334),1
होउसेस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
स्पोर्ट्स,incorrect spelling,medium,possible typo of 'सपोर्ट' (similarity=80.0),1
दिवाइड,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
इलेवन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कैप्टेन,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
कैप्टिन,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
जीतोगे,incorrect spelling,medium,possible typo of 'जीते' (similarity=80.0),1
ज्या,incorrect spelling,medium,possible typo of 'ज्यादा' (similarity=80.0),1
आपना,incorrect spelling,medium,possible typo of 'आना' (similarity=85.71428571428572),1
टॉबी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
तबते,incorrect spelling,medium,possible typo of 'बनते' (similarity=75.0),1
सूरत,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ठंडीयों,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
लगती।,incorrect spelling,medium,possible typo of 'लगती' (similarity=88.88888888888889),1
सह,incorrect spelling,medium,possible typo of 'सहर' (similarity=80.0),1
धूप।,incorrect spelling,medium,possible typo of 'धूप' (similarity=85.71428571428572),1
बरसात,incorrect spelling,medium,possible typo of 'बारात' (similarity=80.0),1
मोबाईल,incorrect spelling,medium,possible typo of 'मोबाइल' (similarity=83.33333333333334),1
इन्हें,incorrect spelling,medium,possible typo of 'उन्हें' (similarity=83.33333333333334),1
जायेगे,incorrect spelling,medium,possible typo of 'जाये' (similarity=80.0),1
बापिस,incorrect spelling,medium,possible typo of 'वापिस' (similarity=80.0),1
स्ट्रांग,incorrect spelling,low,no close match found in vocabulary (best=70.58823529411764),1
सीर,incorrect spelling,medium,possible typo of 'सी' (similarity=80.0),1
आँखे,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
करकेट,incorrect spelling,medium,possible typo of 'करके' (similarity=88.88888888888889),1
सहीं,incorrect spelling,medium,possible typo of 'सही' (similarity=85.71428571428572),1
हार्ड,incorrect spelling,medium,possible typo of 'कार्ड' (similarity=80.0),1
टास्ट,incorrect spelling,medium,possible typo of 'टेस्ट' (similarity=80.0),1
है।जी,incorrect spelling,medium,possible typo of 'है।' (similarity=75.0),1
पाप,incorrect spelling,medium,possible typo of 'पापा' (similarity=85.71428571428572),1
दे।,incorrect spelling,medium,possible typo of 'दे' (similarity=80.0),1
गिरने,incorrect spelling,medium,possible typo of 'गिरे' (similarity=88.88888888888889),1
मो,incorrect spelling,medium,possible typo of 'मोज' (similarity=80.0),1
दबाने,incorrect spelling,medium,possible typo of 'बनाने' (similarity=80.0),1
कलस,incorrect spelling,medium,possible typo of 'कल' (similarity=80.0),1
जबा,incorrect spelling,medium,possible typo of 'जब' (similarity=80.0),1
पामन,incorrect spelling,medium,possible typo of 'पानी' (similarity=75.0),1
कॉमन,incorrect spelling,medium,possible typo of 'कॉम' (similarity=85.71428571428572),1
ठोके,incorrect spelling,medium,possible typo of 'होके' (similarity=75.0),1
विना,incorrect spelling,medium,possible typo of 'बिना' (similarity=75.0),1
रेत,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पैंडल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सुशुंग,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
मीनिंग,incorrect spelling,medium,possible typo of 'मीटिंग' (similarity=83.33333333333334),1
सरजब,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सयिकिल,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
चलाएंगे,incorrect spelling,medium,possible typo of 'पाएंगे' (similarity=76.92307692307692),1
हैपरिवार,incorrect spelling,medium,possible typo of 'परिवार' (similarity=85.71428571428572),1
करेंगेआप,incorrect spelling,medium,possible typo of 'करेंगे' (similarity=85.71428571428572),1
सवारी,incorrect spelling,medium,possible typo of 'सारी' (similarity=88.88888888888889),1
सहि,incorrect spelling,medium,possible typo of 'हि' (similarity=80.0),1
खुसी,incorrect spelling,medium,possible typo of 'खुशी' (similarity=75.0),1
चलाकर,incorrect spelling,medium,possible typo of 'चला' (similarity=75.0),1
राउंड,incorrect spelling,medium,possible typo of 'ग्राउंड' (similarity=83.33333333333334),1
लूँ,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
चलाऊंगी,incorrect spelling,medium,possible typo of 'जाऊंगी' (similarity=76.92307692307692),1
अकेल,incorrect spelling,medium,possible typo of 'अकेले' (similarity=88.88888888888889),1
सैर,incorrect spelling,medium,possible typo of 'सर' (similarity=80.0),1
चलाए,incorrect spelling,medium,possible typo of 'चला' (similarity=85.71428571428572),1
झलकी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
टक्कर,incorrect spelling,medium,possible typo of 'चक्कर' (similarity=80.0),1
बोलकर,incorrect spelling,medium,possible typo of 'बोल' (similarity=75.0),1
पूछे,incorrect spelling,medium,possible typo of 'पूछते' (similarity=88.88888888888889),1
पाउडल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
निगाह,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
पैरडल,incorrect spelling,medium,possible typo of 'पैर' (similarity=75.0),1
निडर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
।सर,incorrect spelling,medium,possible typo of 'सर' (similarity=80.0),1
स्वतंत्र,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
स्वतंत्रता,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
अबी,incorrect spelling,medium,possible typo of 'अब' (similarity=80.0),1
ओते,incorrect spelling,medium,possible typo of 'ते' (similarity=80.0),1
शेफटी,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
शराब,incorrect spelling,medium,possible typo of 'खराब' (similarity=75.0),1
दुर्घटना,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रहतो,incorrect spelling,medium,possible typo of 'रहो' (similarity=85.71428571428572),1
दूरघटना,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
जिम्मीदार,incorrect spelling,medium,possible typo of 'जिम्मेदारी' (similarity=84.21052631578947),1
कानूनी,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
कार्यवाही,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
ट्वीहलर,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
हेलमेट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
व्हीलर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
अनिवार्य,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
लांग,incorrect spelling,medium,possible typo of 'भांग' (similarity=75.0),1
साइट,incorrect spelling,medium,possible typo of 'साइड' (similarity=75.0),1
कोर्ट,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
बरते,incorrect spelling,medium,possible typo of 'बोरे' (similarity=75.0),1
बरत,incorrect spelling,medium,possible typo of 'बर्तन' (similarity=75.0),1
कानून,incorrect spelling,medium,possible typo of 'कान' (similarity=75.0),1
उबा,incorrect spelling,medium,possible typo of 'बा' (similarity=80.0),1
वाबा,incorrect spelling,medium,possible typo of 'बाबा' (similarity=75.0),1
खुशनुमा,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
ट्रेविल,incorrect spelling,medium,possible typo of 'ट्रैवल' (similarity=76.92307692307692),1
रोड़,incorrect spelling,medium,possible typo of 'रोड' (similarity=85.71428571428572),1
एडवाइज,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
स्वादिष्ट,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
ठहरे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
फोटो।,incorrect spelling,medium,possible typo of 'फोटो' (similarity=88.88888888888889),1
पंचर,incorrect spelling,medium,possible typo of 'पंच' (similarity=85.71428571428572),1
टायर्स,incorrect spelling,medium,possible typo of 'टायर' (similarity=80.0),1
पार,incorrect spelling,medium,possible typo of 'पावर' (similarity=85.71428571428572),1
पारवल,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
तैसे,incorrect spelling,medium,possible typo of 'वैसे' (similarity=75.0),1
तोड़ना,incorrect spelling,medium,possible typo of 'जोड़ना' (similarity=83.33333333333334),1
तोड़कर,incorrect spelling,medium,possible typo of 'छोड़कर' (similarity=83.33333333333334),1
क्रास,incorrect spelling,medium,possible typo of 'क्लास' (similarity=80.0),1
दण्ड,incorrect spelling,low,no close match found in vocabulary (best=50.0),1
चिप्स,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कुरकुरे,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
कोल्ड,incorrect spelling,medium,possible typo of 'बोल्ड' (similarity=80.0),1
ड्रिन्क्स,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सॉफ्ट,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
अदरवाइज,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
ड्रिंकिंग,incorrect spelling,medium,possible typo of 'ड्रिंक' (similarity=80.0),1
कंज्यूम,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
एज्यूम,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
अवॉइड,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रूल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ढाबों,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
फैसिलिटी,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
सर्व,incorrect spelling,medium,possible typo of 'सर्विस' (similarity=80.0),1
सुचिताशन,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
सुस्वेशन,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
ख़राब,incorrect spelling,medium,possible typo of 'खराब' (similarity=88.88888888888889),1
अफॉर्डेबल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
राष्ट्रीय,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
रेस्टोरेंट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्लेसेज,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
एमरजेंसी,incorrect spelling,medium,possible typo of 'इमरजेंसी' (similarity=87.5),1
पंक्चर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
अदरवाइस,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
बुलाएंगे,incorrect spelling,medium,possible typo of 'बनाएंगे' (similarity=80.0),1
बगैरा,incorrect spelling,medium,possible typo of 'वगैरा' (similarity=80.0),1
रेशमिया,incorrect spelling,low,no close match found in vocabulary (best=70.58823529411764),1
