word,label,confidence,reason,frequency
मेनटेन,correct,medium,close match to 'मेंनटेन' (similarity=92.3076923076923),1
लगेगा।,correct,medium,close match to 'लगेगा' (similarity=90.9090909090909),1
ऐसक,incorrect,medium,possible typo of 'सक' (similarity=80.0),1
परेशानियों,correct,medium,close match to 'परेशानियां' (similarity=90.0),1
पहुँचने,incorrect,medium,possible typo of 'पहुँच' (similarity=83.33333333333334),1
लगानी,incorrect,medium,possible typo of 'लगाना' (similarity=80.0),1
चाहिये,incorrect,medium,possible typo of 'चाहे' (similarity=80.0),1
बाइ,incorrect,medium,possible typo of 'बाइक' (similarity=85.71428571428572),1
ट्रैन,incorrect,medium,possible typo of 'ट्रेन' (similarity=80.0),1
समझिए,incorrect,medium,possible typo of 'समझ' (similarity=75.0),1
पकड़ने,incorrect,medium,possible typo of 'पकड़' (similarity=80.0),1
दौड़ने,incorrect,medium,possible typo of 'दौड़' (similarity=80.0),1
चोटों,incorrect,medium,possible typo of 'चोट' (similarity=75.0),1
जिए,incorrect,medium,possible typo of 'जरिए' (similarity=85.71428571428572),1
दौड़नी,correct,medium,medium frequency in dataset (n=2),2
सावधानी,correct,medium,medium frequency in dataset (n=2),2
चोटें,incorrect,medium,possible typo of 'चोट' (similarity=75.0),1
दौड़ा,incorrect,medium,possible typo of 'दौड़' (similarity=88.88888888888889),1
भागी,incorrect,medium,possible typo of 'भाग' (similarity=85.71428571428572),1
अपनो,incorrect,medium,possible typo of 'अपन' (similarity=85.71428571428572),1
हैलो।,incorrect,medium,possible typo of 'हैलो' (similarity=88.88888888888889),1
कुश,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
हाइपर,incorrect,medium,possible typo of 'हार' (similarity=75.0),1
फूटबॉल,correct,medium,medium frequency in dataset (n=2),2
बॉलीबॉल,correct,high,found in reference vocabulary,3
लूडो,correct,high,found in reference vocabulary,17
कैरम,correct,high,found in reference vocabulary,16
प्लूटो,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
अ।,correct,medium,medium frequency in dataset (n=2),2
मंगवाये,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
छिप,incorrect,low,no close match found in vocabulary (best=50.0),1
छिपाई,incorrect,medium,possible typo of 'पाई' (similarity=75.0),1
छुपण,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
छुपाई,incorrect,medium,possible typo of 'पाई' (similarity=75.0),1
पेटे,incorrect,medium,possible typo of 'पेट' (similarity=85.71428571428572),1
पीड़्यू,incorrect,low,no close match found in vocabulary (best=60.0),1
कहाना,correct,medium,medium frequency in dataset (n=2),2
खेलकूद,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
दिवस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पार्टिस्पेट,incorrect,low,no close match found in vocabulary (best=73.6842105263158),1
टीम,correct,high,found in reference vocabulary,3
कैप्टन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कैप्टेंसी,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
रिस्पॉन्सबिलिटी,incorrect,low,no close match found in vocabulary (best=58.33333333333333),1
रिप्रेजेंट,incorrect,medium,possible typo of 'प्रेजेंटेशन' (similarity=76.19047619047619),1
जिताना,correct,medium,close match to 'जितना' (similarity=90.9090909090909),1
मेंनशन,incorrect,medium,possible typo of 'मेंन' (similarity=80.0),1
ढलते,correct,medium,medium frequency in dataset (n=2),2
सूरज,correct,medium,medium frequency in dataset (n=2),2
खेलना।,correct,medium,close match to 'खेलना' (similarity=90.9090909090909),1
टूर्नामेंत्स,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
जादातर,incorrect,medium,possible typo of 'ज्यादातर' (similarity=85.71428571428572),1
वॉलीबॉल,incorrect,medium,possible typo of 'बॉलीबॉल' (similarity=85.71428571428572),1
जुनून,correct,high,found in reference vocabulary,3
सवार,correct,medium,medium frequency in dataset (n=2),2
क्रिकट,correct,medium,close match to 'क्रिकेट' (similarity=92.3076923076923),1
भुगतना,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
उमर,incorrect,medium,possible typo of 'उम्र' (similarity=85.71428571428572),1
बिमारियां,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पूरापूरा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
रिप्लेसेबल,incorrect,low,no close match found in vocabulary (best=58.82352941176471),1
हटना,incorrect,medium,possible typo of 'होना' (similarity=75.0),1
जेनरेशन,correct,high,found in reference vocabulary,3
खेलिए,incorrect,medium,possible typo of 'खेल' (similarity=75.0),1
खट्टा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मिट्ठा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जोशटॉक,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
दोपहर,correct,high,found in reference vocabulary,5
फसल,correct,medium,medium frequency in dataset (n=2),2
पिच,correct,high,found in reference vocabulary,1
ग्राउंड,correct,high,found in reference vocabulary,11
इंडोर,correct,medium,medium frequency in dataset (n=2),2
इनडोर,correct,medium,medium frequency in dataset (n=2),2
गेम्स।,correct,medium,close match to 'गेम्स' (similarity=90.9090909090909),1
ग,correct,medium,single character,1
ल,correct,medium,single character,1
आत,incorrect,medium,possible typo of 'आती' (similarity=80.0),1
अंधेला,incorrect,low,no close match found in vocabulary (best=60.0),1
अंधे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
टहलने,incorrect,medium,possible typo of 'टहलते' (similarity=80.0),1
टहलते,correct,high,found in reference vocabulary,3
चौराहा,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
लीडो,incorrect,medium,possible typo of 'लूडो' (similarity=75.0),1
गर्मियों,correct,high,found in reference vocabulary,5
चार्ज,incorrect,medium,possible typo of 'चार' (similarity=75.0),1
कहन,incorrect,medium,possible typo of 'कहना' (similarity=85.71428571428572),1
चाहोगे,incorrect,medium,possible typo of 'होगे' (similarity=80.0),1
अंधेरे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पीछा,incorrect,medium,possible typo of 'पीला' (similarity=75.0),1
छिपना,correct,medium,medium frequency in dataset (n=2),2
गुल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
छुपना,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
छुपे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ढूंढता,incorrect,medium,possible typo of 'ढूंढना' (similarity=83.33333333333334),1
ढूँढ,incorrect,low,no close match found in vocabulary (best=60.0),1
कटती,incorrect,medium,possible typo of 'कहती' (similarity=75.0),1
कुद,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
देवस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
रेस,correct,high,found in reference vocabulary,8
हारना,incorrect,medium,possible typo of 'सहारा' (similarity=80.0),1
हफ्ते,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बोइच,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पार्टिसिपेट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कहलाते,incorrect,medium,possible typo of 'कहते' (similarity=80.0),1
हाउस,correct,high,found in reference vocabulary,5
डिवाइड,incorrect,medium,possible typo of 'डिवाइस' (similarity=83.33333333333334),1
होउसेस,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
स्पोर्ट्स,incorrect,medium,possible typo of 'सपोर्ट' (similarity=80.0),1
दिवाइड,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
इलेवन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ब्लू,correct,medium,medium frequency in dataset (n=2),2
कैप्टेन,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
गैम,correct,high,found in reference vocabulary,3
जीते,correct,high,found in reference vocabulary,5
वार,correct,medium,medium frequency in dataset (n=2),2
कैप्टिन,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
जीतोगे,incorrect,medium,possible typo of 'जीते' (similarity=80.0),1
ज्या,incorrect,medium,possible typo of 'ज्यादा' (similarity=80.0),1
आपना,incorrect,medium,possible typo of 'आना' (similarity=85.71428571428572),1
टॉबी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
तबते,incorrect,medium,possible typo of 'बनते' (similarity=75.0),1
सूरत,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ठंडीयों,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
लगती।,incorrect,medium,possible typo of 'लगती' (similarity=88.88888888888889),1
सह,incorrect,medium,possible typo of 'सहर' (similarity=80.0),1
धूप।,incorrect,medium,possible typo of 'धूप' (similarity=85.71428571428572),1
बरसात,incorrect,medium,possible typo of 'बारात' (similarity=80.0),1
मोबाईल,incorrect,medium,possible typo of 'मोबाइल' (similarity=83.33333333333334),1
इन्हें,incorrect,medium,possible typo of 'उन्हें' (similarity=83.33333333333334),1
जायेगे,incorrect,medium,possible typo of 'जाये' (similarity=80.0),1
बापिस,incorrect,medium,possible typo of 'वापिस' (similarity=80.0),1
स्ट्रांग,incorrect,low,no close match found in vocabulary (best=70.58823529411764),1
सीर,incorrect,medium,possible typo of 'सी' (similarity=80.0),1
आँखे,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
ज़्यदा,correct,medium,close match to 'ज़्यादा' (similarity=92.3076923076923),1
करकेट,incorrect,medium,possible typo of 'करके' (similarity=88.88888888888889),1
सहीं,incorrect,medium,possible typo of 'सही' (similarity=85.71428571428572),1
ऐप,correct,high,found in reference vocabulary,3
हार्ड,incorrect,medium,possible typo of 'कार्ड' (similarity=80.0),1
साइकल,correct,high,found in reference vocabulary,9
टास्ट,incorrect,medium,possible typo of 'टेस्ट' (similarity=80.0),1
है।जी,incorrect,medium,possible typo of 'है।' (similarity=75.0),1
पाप,incorrect,medium,possible typo of 'पापा' (similarity=85.71428571428572),1
दे।,incorrect,medium,possible typo of 'दे' (similarity=80.0),1
साइकिल,correct,high,found in reference vocabulary,17
स्कूटी,correct,high,found in reference vocabulary,3
गिरने,incorrect,medium,possible typo of 'गिरे' (similarity=88.88888888888889),1
मो,incorrect,medium,possible typo of 'मोज' (similarity=80.0),1
दबाने,incorrect,medium,possible typo of 'बनाने' (similarity=80.0),1
कलस,incorrect,medium,possible typo of 'कल' (similarity=80.0),1
जबा,incorrect,medium,possible typo of 'जब' (similarity=80.0),1
पिछे,correct,medium,medium frequency in dataset (n=2),2
पामन,incorrect,medium,possible typo of 'पानी' (similarity=75.0),1
कॉमन,incorrect,medium,possible typo of 'कॉम' (similarity=85.71428571428572),1
ठोके,incorrect,medium,possible typo of 'होके' (similarity=75.0),1
विना,incorrect,medium,possible typo of 'बिना' (similarity=75.0),1
गिरा,correct,high,found in reference vocabulary,4
मारना,correct,medium,medium frequency in dataset (n=2),2
रेत,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सिखते,correct,medium,close match to 'सिखाते' (similarity=90.9090909090909),1
पैंडल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सुशुंग,incorrect,low,no close match found in vocabulary (best=60.0),1
मीनिंग,incorrect,medium,possible typo of 'मीटिंग' (similarity=83.33333333333334),1
सरजब,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सयिकिल,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
प्रैक्टिस,correct,high,found in reference vocabulary,4
चलाएंगे,incorrect,medium,possible typo of 'पाएंगे' (similarity=76.92307692307692),1
चलाती,correct,high,found in reference vocabulary,5
हैपरिवार,incorrect,medium,possible typo of 'परिवार' (similarity=85.71428571428572),1
करेंगेआप,incorrect,medium,possible typo of 'करेंगे' (similarity=85.71428571428572),1
सवारी,incorrect,medium,possible typo of 'सारी' (similarity=88.88888888888889),1
सहि,incorrect,medium,possible typo of 'हि' (similarity=80.0),1
खुसी,incorrect,medium,possible typo of 'खुशी' (similarity=75.0),1
चलाकर,incorrect,medium,possible typo of 'चला' (similarity=75.0),1
राउंड,incorrect,medium,possible typo of 'ग्राउंड' (similarity=83.33333333333334),1
लूँ,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चलाऊंगी,incorrect,medium,possible typo of 'जाऊंगी' (similarity=76.92307692307692),1
अकेल,incorrect,medium,possible typo of 'अकेले' (similarity=88.88888888888889),1
सैर,incorrect,medium,possible typo of 'सर' (similarity=80.0),1
चलाए,incorrect,medium,possible typo of 'चला' (similarity=85.71428571428572),1
झलकी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
टक्कर,incorrect,medium,possible typo of 'चक्कर' (similarity=80.0),1
बोलकर,incorrect,medium,possible typo of 'बोल' (similarity=75.0),1
पूछे,incorrect,medium,possible typo of 'पूछते' (similarity=88.88888888888889),1
पाउडल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
लड़,correct,medium,medium frequency in dataset (n=2),2
निगाह,incorrect,low,no close match found in vocabulary (best=60.0),1
पैरडल,incorrect,medium,possible typo of 'पैर' (similarity=75.0),1
निडर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
।सर,incorrect,medium,possible typo of 'सर' (similarity=80.0),1
स्वतंत्र,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
स्वतंत्रता,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
अबी,incorrect,medium,possible typo of 'अब' (similarity=80.0),1
ड्राइवर,correct,high,found in reference vocabulary,5
ड्रिंक,correct,high,found in reference vocabulary,4
ओते,incorrect,medium,possible typo of 'ते' (similarity=80.0),1
शेफटी,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
ड्राइव,correct,medium,medium frequency in dataset (n=2),2
नियमों,correct,medium,medium frequency in dataset (n=2),2
शराब,incorrect,medium,possible typo of 'खराब' (similarity=75.0),1
पिए,correct,medium,medium frequency in dataset (n=2),2
सिंग्नल,correct,medium,close match to 'सिग्नल' (similarity=92.3076923076923),1
दुर्घटना,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
रहतो,incorrect,medium,possible typo of 'रहो' (similarity=85.71428571428572),1
रूट,correct,medium,medium frequency in dataset (n=2),2
दूरघटना,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
जिम्मीदार,incorrect,medium,possible typo of 'जिम्मेदारी' (similarity=84.21052631578947),1
कानूनी,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
कार्यवाही,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
वाहन,correct,high,found in reference vocabulary,4
चलान,correct,high,found in reference vocabulary,7
ट्वीहलर,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
हेलमेट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
व्हीलर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
अनिवार्य,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
लांग,incorrect,medium,possible typo of 'भांग' (similarity=75.0),1
साइट,incorrect,medium,possible typo of 'साइड' (similarity=75.0),1
सिग्नल,correct,high,found in reference vocabulary,7
तोड़ेंगे,correct,medium,medium frequency in dataset (n=2),2
कोर्ट,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
बरते,incorrect,medium,possible typo of 'बोरे' (similarity=75.0),1
बरत,incorrect,medium,possible typo of 'बर्तन' (similarity=75.0),1
कानून,incorrect,medium,possible typo of 'कान' (similarity=75.0),1
ढाबा,correct,high,found in reference vocabulary,6
उबा,incorrect,medium,possible typo of 'बा' (similarity=80.0),1
वाबा,incorrect,medium,possible typo of 'बाबा' (similarity=75.0),1
खुशनुमा,incorrect,low,no close match found in vocabulary (best=60.0),1
ट्रेविल,incorrect,medium,possible typo of 'ट्रैवल' (similarity=76.92307692307692),1
रोड़,incorrect,medium,possible typo of 'रोड' (similarity=85.71428571428572),1
एडवाइज,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
खाये,correct,medium,medium frequency in dataset (n=2),2
स्वादिष्ट,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
महंगे,correct,high,found in reference vocabulary,3
ठहरे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फोटो।,incorrect,medium,possible typo of 'फोटो' (similarity=88.88888888888889),1
टूल्स,correct,high,found in reference vocabulary,5
वाहनों,correct,medium,medium frequency in dataset (n=2),2
टायर,correct,high,found in reference vocabulary,5
पंचर,incorrect,medium,possible typo of 'पंच' (similarity=85.71428571428572),1
टायर्स,incorrect,medium,possible typo of 'टायर' (similarity=80.0),1
पार,incorrect,medium,possible typo of 'पावर' (similarity=85.71428571428572),1
पारवल,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
तैसे,incorrect,medium,possible typo of 'वैसे' (similarity=75.0),1
तोड़ना,incorrect,medium,possible typo of 'जोड़ना' (similarity=83.33333333333334),1
तोड़कर,incorrect,medium,possible typo of 'छोड़कर' (similarity=83.33333333333334),1
क्रास,incorrect,medium,possible typo of 'क्लास' (similarity=80.0),1
दण्ड,incorrect,low,no close match found in vocabulary (best=50.0),1
स्नैक्स,correct,high,found in reference vocabulary,4
चिप्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कुरकुरे,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
कोल्ड,incorrect,medium,possible typo of 'बोल्ड' (similarity=80.0),1
ड्रिन्क्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
सॉफ्ट,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
ड्रिंक्स,correct,medium,medium frequency in dataset (n=2),2
ड्राईवर,correct,medium,medium frequency in dataset (n=2),2
अदरवाइज,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
ड्रिंकिंग,incorrect,medium,possible typo of 'ड्रिंक' (similarity=80.0),1
कंज्यूम,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
एज्यूम,incorrect,low,no close match found in vocabulary (best=60.0),1
अवॉइड,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
रूल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बहस,correct,medium,medium frequency in dataset (n=2),2
मिसबिहेविंग,correct,medium,medium frequency in dataset (n=2),2
ढाबों,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फैसिलिटी,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
वॉशरूम,correct,medium,medium frequency in dataset (n=2),2
सर्व,incorrect,medium,possible typo of 'सर्विस' (similarity=80.0),1
सुचिताशन,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
सुस्वेशन,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
ख़राब,incorrect,medium,possible typo of 'खराब' (similarity=88.88888888888889),1
अफॉर्डेबल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
राष्ट्रीय,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
खायेंगे,correct,medium,medium frequency in dataset (n=2),2
रेस्टोरेंट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
खींच,correct,high,found in reference vocabulary,4
प्लेसेज,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
एमरजेंसी,incorrect,medium,possible typo of 'इमरजेंसी' (similarity=87.5),1
पंक्चर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
रस्ते,correct,high,found in reference vocabulary,4
मैकेनिक,correct,medium,medium frequency in dataset (n=2),2
अदरवाइस,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
बुलाएंगे,incorrect,medium,possible typo of 'बनाएंगे' (similarity=80.0),1
बगैरा,incorrect,medium,possible typo of 'वगैरा' (similarity=80.0),1
इमरान,correct,high,found in reference vocabulary,4
हाशमी,correct,high,found in reference vocabulary,3
हिमेश,correct,medium,medium frequency in dataset (n=2),2
रेशमिया,incorrect,low,no close match found in vocabulary (best=70.58823529411764),1
उहू,incorrect,medium,possible typo of 'हू' (similarity=80.0),1
इमिनिस्टेशन,incorrect,low,no close match found in vocabulary (best=70.58823529411764),1
ईश्वर,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
वाइज,incorrect,medium,possible typo of 'आवाज' (similarity=75.0),1
सुनती,correct,high,found in reference vocabulary,7
ग्रीन,correct,medium,medium frequency in dataset (n=2),2
रोमांटिक,incorrect,medium,possible typo of 'रोमांचक' (similarity=80.0),1
दोना,incorrect,medium,possible typo of 'होना' (similarity=75.0),1
जरा,correct,high,found in reference vocabulary,4
सिंगर,correct,high,found in reference vocabulary,4
अरिजीत,correct,high,found in reference vocabulary,8
टीनएजर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
तुम्ही,incorrect,medium,possible typo of 'तुम्हारी' (similarity=85.71428571428572),1
टोटी,incorrect,medium,possible typo of 'रोटी' (similarity=75.0),1
बानते,incorrect,medium,possible typo of 'बनते' (similarity=88.88888888888889),1
प्रभु,correct,medium,medium frequency in dataset (n=2),2
बरस,correct,medium,medium frequency in dataset (n=2),2
अरमान,correct,high,found in reference vocabulary,3
मालिक,correct,high,found in reference vocabulary,3
रोमेंटिक,correct,medium,medium frequency in dataset (n=2),2
सांग,incorrect,medium,possible typo of 'भांग' (similarity=75.0),1
गाते,incorrect,medium,possible typo of 'लगते' (similarity=75.0),1
आइडल,correct,high,found in reference vocabulary,4
डालिएगा,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
प्रेमी,correct,medium,medium frequency in dataset (n=2),2
नीले,incorrect,medium,possible typo of 'नीचे' (similarity=75.0),1
अंबर,incorrect,medium,possible typo of 'अंतर' (similarity=75.0),1
धीरज,incorrect,medium,possible typo of 'धीरे' (similarity=75.0),1
तलासे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
नौटियाल,correct,high,found in reference vocabulary,4
सिलेक्शन,incorrect,low,no close match found in vocabulary (best=62.5),1
रंधावा,correct,high,found in reference vocabulary,6
लुप्त,incorrect,low,no close match found in vocabulary (best=60.0),1
कमबैक,incorrect,medium,possible typo of 'बैक' (similarity=75.0),1
सिफारीश,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
रेडियो,correct,high,found in reference vocabulary,9
सिफारिस,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
बजवाएं,incorrect,medium,possible typo of 'जाएं' (similarity=80.0),1
था।तो,incorrect,medium,possible typo of 'था।' (similarity=75.0),1
बगेरा,incorrect,medium,possible typo of 'वगेरा' (similarity=80.0),1
व्हाट्सऐप,incorrect,medium,possible typo of 'व्हाट्सएप' (similarity=88.88888888888889),1
थाकी,incorrect,medium,possible typo of 'बाकी' (similarity=75.0),1
बजाने,incorrect,medium,possible typo of 'जाने' (similarity=88.88888888888889),1
कॉंसर्ट,correct,medium,medium frequency in dataset (n=2),2
जाऊँगी,incorrect,medium,possible typo of 'जाऊंगी' (similarity=83.33333333333334),1
चमकता,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
गाती,incorrect,medium,possible typo of 'गलती' (similarity=75.0),1
दोनो,correct,medium,medium frequency in dataset (n=2),2
एवरग्रीन,correct,medium,medium frequency in dataset (n=2),2
नाना।,incorrect,medium,possible typo of 'बनाना' (similarity=80.0),1
लोक,incorrect,medium,possible typo of 'लोकल' (similarity=85.71428571428572),1
लैंग्वेज,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
आय,incorrect,medium,possible typo of 'आये' (similarity=80.0),1
हानी,incorrect,medium,possible typo of 'कहानी' (similarity=88.88888888888889),1
छाया,incorrect,medium,possible typo of 'जाया' (similarity=75.0),1
स्ट्रगल,correct,medium,medium frequency in dataset (n=2),2
अजीत,incorrect,medium,possible typo of 'जीत' (similarity=85.71428571428572),1
किशोर,correct,high,found in reference vocabulary,3
केके,correct,high,found in reference vocabulary,3
मूवीज,correct,high,found in reference vocabulary,3
रेश्मिया,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
साम,incorrect,medium,possible typo of 'सा' (similarity=80.0),1
कशिश,incorrect,medium,possible typo of 'कोशिश' (similarity=88.88888888888889),1
पीके,incorrect,medium,possible typo of 'आपके' (similarity=75.0),1
लम्हे,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
फॉर्म,correct,medium,medium frequency in dataset (n=2),2
गाए,incorrect,medium,possible typo of 'गए' (similarity=80.0),1
चोटू,incorrect,medium,possible typo of 'चोट' (similarity=85.71428571428572),1
चोटी,incorrect,medium,possible typo of 'चोट' (similarity=85.71428571428572),1
का।,incorrect,medium,possible typo of 'का' (similarity=80.0),1
जुबिन,correct,high,found in reference vocabulary,3
युट्यूब,incorrect,medium,possible typo of 'यूट्यूब' (similarity=85.71428571428572),1
पहेले,incorrect,medium,possible typo of 'पहले' (similarity=88.88888888888889),1
बजाया,incorrect,medium,possible typo of 'जाया' (similarity=88.88888888888889),1
जॉकी,incorrect,medium,possible typo of 'हॉकी' (similarity=75.0),1
कंसल्ट,incorrect,medium,possible typo of 'कंसर्ट' (similarity=83.33333333333334),1
हाअ,incorrect,medium,possible typo of 'हा' (similarity=80.0),1
अच्छेअच्छे,incorrect,medium,possible typo of 'अच्छाअच्छा' (similarity=80.0),1
तेनु,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
वाह,correct,medium,medium frequency in dataset (n=2),2
चाल,incorrect,medium,possible typo of 'चावल' (similarity=85.71428571428572),1
बीचबीच,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बीमारी,incorrect,medium,possible typo of 'बारी' (similarity=80.0),1
कैंसर,incorrect,medium,possible typo of 'कैंपस' (similarity=80.0),1
वैंसर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
अर्जीत,incorrect,medium,possible typo of 'अरिजीत' (similarity=83.33333333333334),1
कनवर,incorrect,medium,possible typo of 'कवर' (similarity=85.71428571428572),1
जुलने,incorrect,medium,possible typo of 'जलने' (similarity=88.88888888888889),1
भवन,correct,high,found in reference vocabulary,3
लीजिये,incorrect,medium,possible typo of 'लिये' (similarity=80.0),1
सहपाठी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पूछेंगे,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
हैतो,correct,medium,medium frequency in dataset (n=2),2
सहपाठियों,correct,medium,medium frequency in dataset (n=2),2
मार्गदर्शन,correct,medium,medium frequency in dataset (n=2),2
नर्वस,correct,high,found in reference vocabulary,8
एक्साईटेड,correct,medium,medium frequency in dataset (n=2),2
हैंहम,incorrect,medium,possible typo of 'हैं' (similarity=75.0),1
पक्का,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
सोती,incorrect,medium,possible typo of 'होती' (similarity=75.0),1
फ्रेंडस,correct,medium,medium frequency in dataset (n=2),2
बनाएं,incorrect,medium,possible typo of 'बनाए' (similarity=88.88888888888889),1
फ्रे,incorrect,medium,possible typo of 'फ्रेश' (similarity=88.88888888888889),1
फ्रेंडली,incorrect,medium,possible typo of 'फ्रेंड' (similarity=85.71428571428572),1
बिहेव,incorrect,low,no close match found in vocabulary (best=60.0),1
विषयों,incorrect,medium,possible typo of 'विषय' (similarity=80.0),1
परिचित,correct,medium,medium frequency in dataset (n=2),2
सब्जेक्ट्स,incorrect,medium,possible typo of 'सब्जेक्ट' (similarity=88.88888888888889),1
हैन,incorrect,medium,possible typo of 'हैना' (similarity=85.71428571428572),1
सबजेक्ट,correct,high,found in reference vocabulary,3
कैपेसिटी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
समायोजित,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
होना।,incorrect,medium,possible typo of 'होना' (similarity=88.88888888888889),1
समयोजित,incorrect,low,no close match found in vocabulary (best=60.0),1
प्रेयर,correct,high,found in reference vocabulary,4
स्टार,incorrect,medium,possible typo of 'स्टार्ट' (similarity=83.33333333333334),1
क्लासों,incorrect,medium,possible typo of 'क्लास' (similarity=83.33333333333334),1
पनिशमेंट,correct,medium,medium frequency in dataset (n=2),2
चिल्लाते,incorrect,medium,possible typo of 'चलाते' (similarity=76.92307692307692),1
